role	word	 frq
OTH	vermoedde	4
OTH	opruimen	276
TRG	ding	149
OTH	emmer	183
OTH	ingeschonken	4
TRG	konijn	451
OTH	konijn	393
OTH	kletst	18
OTH	stom	90
OTH	constant	5
OTH	kreeg	114
OTH	hiernaast	7
OTH	afgeleerd	2
OTH	tijdje	54
OTH	motor	154
OTH	kort	62
OTH	langer	52
OTH	avonds	31
OTH	overdag	17
OTH	apparatuur	1
OTH	ketting	71
OTH	kralen	15
OTH	kettingen	1
OTH	omdoen	14
OTH	gebruiken	128
OTH	noemen	49
OTH	frustrerend	3
OTH	oef	16
OTH	alsof	110
OTH	knijper	4
OTH	schoongemaakt	23
OTH	gefrustreerd	2
OTH	rest	100
OTH	keek	47
TRG	raam	242
OTH	raam	174
OTH	neerzetten	111
OTH	hangertje	3
OTH	klerenhanger	1
OTH	snavel	26
TRG	ti	23
TRG	kok	49
OTH	jeetje	120
OTH	aankomen	186
OTH	mal	18
OTH	bom	63
OTH	verschonen	7
OTH	Marieke	11
OTH	douche	138
OTH	potverdikkie	4
TRG	tuk	23
OTH	brommer	77
OTH	rieten	3
OTH	speen	148
TRG	cassette	9
TRG	schat	3
OTH	hang	22
OTH	overheen	106
OTH	snoepje	79
TRG	koek	485
OTH	snoepen	16
OTH	plakt	25
OTH	mondje	127
OTH	hapje	164
OTH	snoep	47
TRG	kogge	1
TRG	haha	85
OTH	afpakken	18
OTH	punt	46
OTH	aanmaken	4
OTH	puntje	66
TRG	krijtje	22
OTH	krijtje	29
TRG	schelp	21
TRG	ezel	70
TRG	hijskraan	96
TRG	aanhangwagen	26
TRG	lamp	209
OTH	schelp	13
TRG	potte	2
OTH	badkamer	68
TRG	bijten	58
OTH	vlucht	5
OTH	end	33
OTH	doodsbang	1
OTH	sluiten	9
OTH	enige	38
OTH	voelt	31
OTH	hijskraan	51
TRG	borstel	27
TRG	lig	47
OTH	borstel	65
OTH	schrijft	28
TRG	ping	10
OTH	timmeren	69
OTH	belletje	15
OTH	ingeslikt	4
OTH	blokkendoos	9
TRG	leeggooien	3
OTH	leeggooien	7
OTH	sloof	2
TRG	voorrijden	1
OTH	schelpen	24
TRG	ruiken	28
OTH	ruiken	37
OTH	dop	94
OTH	kaars	80
OTH	r	71
TRG	bootje	157
OTH	toeter	37
TRG	toeter	29
OTH	autoped	1
TRG	sas	2
OTH	geroken	3
OTH	drank	3
TRG	bril	99
OTH	bril	191
OTH	blazen	133
TRG	vuilniszak	4
OTH	vuilniszakken	6
OTH	gaatjes	49
TRG	bok	4
TRG	Marius	23
OTH	Marius	90
TRG	veter	13
TRG	losmaken	8
TRG	daarop	72
TRG	moe	230
TRG	weglopen	43
TRG	pelletje	3
TRG	daaromheen	1
TRG	pel	1
TRG	paardjes	18
TRG	vinden	95
TRG	wortels	21
TRG	aardappelen	6
TRG	maat	7
TRG	tomaat	23
TRG	blad	21
TRG	bewegen	21
TRG	eieren	41
TRG	doosjes	3
TRG	spin	94
TRG	web	6
TRG	lapje	8
TRG	weeg	2
TRG	late	1
TRG	vegen	13
TRG	int	1
OTH	Min	1
TRG	iet	3
TRG	wagen	237
OTH	plast	8
TRG	duwen	169
TRG	hoge	78
TRG	blom	1
TRG	ballon	2128
OTH	blo	1
TRG	speel	19
TRG	pelen	42
OTH	opnieuw	39
OTH	uitgebogen	1
TRG	gezellig	34
TRG	aai	119
OTH	pootjes	61
TRG	wassen	220
TRG	pootje	15
OTH	Jip	141
TRG	pluis	2
TRG	luisteren	77
OTH	idee	290
OTH	opgestaan	3
OTH	waste	3
OTH	top	41
OTH	ziezo	12
OTH	pakje	59
TRG	fluit	42
OTH	gelijk	269
OTH	schaartje	21
OTH	hoi	147
OTH	riep	42
TRG	hoi	34
OTH	Suzanne	12
TRG	Suzanne	3
OTH	Evelien	372
OTH	Bart	14
OTH	ingooien	2
OTH	opbellen	30
OTH	Bartje	2
OTH	kwart	38
OTH	twaalf	78
OTH	plagen	34
TRG	beschuit	16
TRG	zeggen	238
TRG	Bart	29
TRG	Bartje	1
OTH	thuiskomt	5
TRG	appelsap	136
TRG	limonade	40
OTH	cassette	9
TRG	meleer	1
OTH	moertje	3
OTH	moertjes	1
TRG	moertje	5
TRG	opdoen	38
OTH	vleugels	35
OTH	bouwwerk	8
OTH	dingetje	67
OTH	topzwaar	5
OTH	belangrijk	26
OTH	delegeren	2
OTH	taken	1
OTH	verdelen	4
OTH	directeur	15
OTH	uitvoeren	3
OTH	witje	3
OTH	dier	52
TRG	aaien	41
OTH	geaaid	7
OTH	daarom	172
OTH	verzint	12
TRG	hok	81
OTH	ren	1
OTH	loslopen	1
TRG	tante	55
TRG	sst	58
OTH	tussendoor	38
TRG	knikker	31
OTH	weghaal	2
OTH	rolt	21
OTH	minuten	48
OTH	tactiek	3
TRG	kamertje	7
OTH	snuit	30
OTH	schaap	217
OTH	arme	67
OTH	verdwijnt	8
TRG	fornuisje	1
OTH	fornuisje	10
OTH	verstond	17
OTH	raampjes	23
OTH	ijskast	59
OTH	Martijn	15
TRG	fornuis	45
OTH	voren	44
OTH	achteren	23
TRG	schoorsteen	64
OTH	schoorsteen	97
TRG	Martijn	24
TRG	raampje	27
OTH	luikjes	7
OTH	ramen	41
TRG	luikjes	3
TRG	luikje	6
OTH	zoekt	76
OTH	raampje	74
OTH	luikje	9
TRG	luik	1
TRG	kar	988
OTH	onderuit	11
TRG	licht	75
OTH	verschillende	40
OTH	modelletjes	1
OTH	daarvan	33
OTH	licht	117
OTH	uitstekende	1
OTH	luiken	3
OTH	steek	42
OTH	buitenkant	15
OTH	botsing	187
TRG	zand	222
TRG	vieze	47
OTH	plant	28
TRG	bladen	8
TRG	foto	70
TRG	j	15
OTH	ooien	2
TRG	z'n	21
TRG	mandje	24
TRG	verstoppertje	10
OTH	telen	1
OTH	wille	6
TRG	wouter	1
TRG	Wouter	18
OTH	kuipen	1
TRG	uitdoen	54
TRG	blote	39
TRG	bloot	10
TRG	maillot	14
TRG	brilletje	7
TRG	vakantie	71
TRG	Kreta	5
TRG	rozijntjes	33
TRG	brode	1
TRG	chocolademelk	5
OTH	haaltje	3
TRG	eendjes	99
TRG	voeren	10
OTH	c	30
OTH	kaar	5
TRG	naaimachine	4
OTH	leen	11
TRG	Freke	3
OTH	Freke	3
OTH	speelzaal	14
TRG	speelzaal	2
OTH	partijtje	5
TRG	Frank	330
TRG	Robert	3
OTH	Robert	5
TRG	Christa	1
TRG	David	62
OTH	maandag	34
OTH	Bram	7
OTH	trakteren	1
OTH	wanneer	168
OTH	oude	79
TRG	oude	68
TRG	struik	6
OTH	struik	2
TRG	poesjes	30
OTH	kruk	4
TRG	zwanen	41
OTH	zwanen	51
TRG	beest	118
OTH	kalkoen	33
TRG	konijntje	86
OTH	vijf	420
OTH	uitzetten	34
OTH	baas	23
OTH	tent	130
TRG	clown	328
TRG	circus	33
TRG	paars	19
TRG	donkerblauw	2
OTH	vensterbank	11
TRG	gele	106
OTH	clown	305
OTH	leeuw	199
TRG	Hannes	1
TRG	Johannes	1
OTH	Johannes	3
OTH	broer	68
TRG	tent	68
OTH	voorstelling	14
OTH	kwamen	88
OTH	aanhollen	1
OTH	konden	36
OTH	aller	7
OTH	wereld	68
OTH	aankeek	1
OTH	vonden	26
OTH	opzitten	15
OTH	pootje	35
OTH	hindert	5
OTH	hoofden	1
OTH	karton	17
OTH	vreselijk	89
OTH	verander	1
OTH	accepteert	3
OTH	degenslikker	3
OTH	messen	14
OTH	ijzerwaren	1
OTH	juffrouw	127
OTH	paraplu	125
OTH	hete	11
OTH	chocola	95
OTH	wegschoppen	1
OTH	sterkste	2
OTH	baby	704
OTH	tillen	32
OTH	zeehond	107
OTH	probleem	46
OTH	huizen	57
OTH	reus	79
OTH	bukken	16
OTH	polka	1
OTH	brand	64
OTH	vlammen	8
OTH	begon	32
OTH	groeide	4
OTH	geeneens	10
OTH	weggaan	14
OTH	liet	21
TRG	stom	49
OTH	wegsturen	3
OTH	uitgebreid	5
OTH	beschreven	1
OTH	sturen	68
TRG	zielig	31
OTH	eerlijk	41
OTH	verwonderd	1
OTH	langzaam	32
OTH	wuifden	1
OTH	goedendag	1
OTH	voorgoed	1
OTH	aanrennen	1
OTH	prachtige	37
OTH	grootste	30
TRG	vork	93
OTH	haast	32
TRG	laatste	56
TRG	reus	38
OTH	pan	122
OTH	stamppot	2
OTH	drinkt	98
OTH	Mike	13
OTH	Joke	120
OTH	Marcel	48
OTH	grapjes	11
TRG	benzine	63
TRG	achterste	3
OTH	rij	71
TRG	zakken	16
TRG	karretjes	1
OTH	hijsen	10
TRG	slingeren	1
OTH	slingeren	4
TRG	hijsen	11
OTH	pauze	24
OTH	schaften	3
OTH	'r	2
TRG	bordje	73
OTH	bordje	130
OTH	slagboom	25
OTH	reed	18
OTH	bovenkomt	2
OTH	tanken	55
OTH	gaten	31
OTH	onderzoeken	7
TRG	uittrekken	6
OTH	langzamer	6
OTH	doorrijden	17
OTH	wouw	2
TRG	harder	27
OTH	A	11
OTH	team	2
OTH	bezeten	1
TRG	legt	19
TRG	knal	6
OTH	knal	5
OTH	tweeenhalf	1
OTH	opgehesen	1
OTH	breng	76
OTH	kraan	108
TRG	achter	538
OTH	hobbeltje	1
TRG	boertje	11
OTH	boertje	26
OTH	nakijken	7
TRG	effen	3
TRG	ai	17
TRG	eronder	28
OTH	omgooien	53
OTH	wijn	25
OTH	verderop	11
OTH	buurt	38
TRG	vinger	372
OTH	omgooit	6
TRG	douche	69
OTH	douchen	63
OTH	zwem	16
OTH	zwemschool	1
TRG	Oost	1
OTH	Oost	7
TRG	rook	49
TRG	plankje	7
OTH	vleugeltjes	13
TRG	ia	47
TRG	gezucht	1
OTH	gezucht	1
TRG	zuchten	1
OTH	stethoscoop	5
OTH	borst	14
TRG	borst	4
TRG	ingebroken	1
OTH	ingebroken	2
TRG	politie	97
OTH	politie	100
TRG	dieven	3
OTH	gevangenis	16
OTH	gepakt	111
TRG	omdraaien	85
OTH	ondeugend	25
OTH	toneel	2
TRG	schoentje	13
TRG	verven	76
OTH	verven	154
TRG	verf	96
TRG	geverfd	10
TRG	stroompje	3
OTH	stroompje	3
OTH	stroom	6
OTH	geverfd	54
TRG	schrikken	13
TRG	vlaggetjes	2
OTH	vlaggetjes	4
TRG	liedjes	21
TRG	zingen	147
TRG	verlegen	3
OTH	Piet	153
OTH	verlegen	24
TRG	gang	20
OTH	durft	34
OTH	bange	1
OTH	meegemaakt	16
TRG	spelletjes	9
TRG	vragen	156
OTH	speeltje	5
OTH	Michiel	190
OTH	verloren	27
OTH	gedronken	50
OTH	knikt	3
OTH	Steven	591
OTH	geplast	47
OTH	leugenaar	3
OTH	liegen	3
OTH	keertje	208
OTH	film	30
OTH	knikken	1
OTH	schudden	28
OTH	Steef	5
OTH	sigaretten	3
TRG	Ina	19
OTH	gas	9
OTH	brandweer	55
OTH	politiemannen	2
TRG	gat	127
OTH	aangezeten	1
OTH	rijen	67
TRG	rij	79
OTH	spoorbomen	21
OTH	ongeval	1
TRG	brandweer	94
OTH	werd	128
TRG	snoepje	111
OTH	snoepjes	87
TRG	lus	11
TRG	chocola	96
OTH	kaakje	4
TRG	snoepjes	40
OTH	zonder	157
TRG	bootjes	13
OTH	bootjes	19
OTH	bruin	87
OTH	roze	103
OTH	tellen	174
OTH	kattekop	1
TRG	brommer	90
OTH	orde	16
TRG	Steven	413
TRG	Louis	7
OTH	Louis	9
TRG	Stevie	1
TRG	weest	20
TRG	lolly	5
OTH	lolly	1
OTH	drogist	1
OTH	dropje	49
OTH	drop	4
TRG	drop	28
OTH	doeg	21
OTH	daarnaast	13
OTH	zebra	21
TRG	suikertjes	1
OTH	suikertjes	2
TRG	varkentje	57
OTH	varkentjes	43
TRG	kastanje	5
OTH	zwart	127
OTH	geplukt	16
OTH	Renate	1
TRG	droog	31
OTH	droog	135
TRG	plakker	6
TRG	Renate	1
OTH	bromfiets	16
OTH	gezongen	32
OTH	grijpen	1
TRG	word	52
TRG	wakker	246
OTH	doorslapen	1
OTH	ginds	2
OTH	stoomboot	19
OTH	dichterbij	42
OTH	bandje	132
OTH	gein	2
OTH	baldadige	1
TRG	niets	39
OTH	varkens	35
OTH	hierachter	7
TRG	slot	40
OTH	slot	43
OTH	giebel	1
OTH	laar	1
OTH	tenminste	144
OTH	Jezus	12
TRG	vrachtauto	131
OTH	raceauto	26
OTH	sportwagen	1
OTH	hik	34
OTH	as	34
OTH	piept	12
OTH	rijdt	182
OTH	file	8
TRG	brandweerauto	134
OTH	brandweerauto's	2
OTH	helft	31
TRG	ziekenwagen	8
OTH	ziekenwagen	21
TRG	racebaan	3
OTH	racebaan	2
OTH	zieke	13
OTH	rijtje	39
TRG	vrachtwagen	265
TRG	kiepwagen	8
OTH	kiepwagen	7
OTH	ziekenauto	23
OTH	voorkant	39
OTH	afgebroken	28
OTH	gelooft	10
OTH	gelijmd	4
OTH	brandweerauto	92
TRG	helikopter	81
OTH	onderaan	20
TRG	vliegen	227
OTH	bijvoorbeeld	103
OTH	kwartiertje	3
OTH	vlieg	61
TRG	kaart	67
OTH	muziekdoos	2
OTH	strand	113
OTH	gelezen	45
TRG	kleurboek	4
OTH	kleurboek	3
TRG	Pietje	15
OTH	interesseert	5
OTH	bladzijden	24
TRG	jas	159
OTH	koning	169
OTH	paleis	5
OTH	brandweerman	14
OTH	blussen	20
OTH	helm	25
OTH	brandweerhelm	1
OTH	bewaard	11
TRG	verteld	12
TRG	pen	67
TRG	verloren	11
TRG	Canada	3
TRG	trouwen	23
OTH	fijn	179
OTH	poosje	19
TRG	Eef	3
TRG	trees	1
OTH	Mijke	7
OTH	aanzetten	27
OTH	Ria	6
TRG	jongen	1456
TRG	Jona	2
OTH	Jona	1
TRG	bijt	50
OTH	schrok	23
OTH	vervaarlijk	1
OTH	pikzwart	1
TRG	dekens	11
OTH	hoezo	15
OTH	nagels	21
TRG	Ria	5
OTH	feest	100
OTH	indruk	27
OTH	heetten	4
OTH	cola	12
OTH	aandacht	26
OTH	brabbelt	1
TRG	stommeling	3
OTH	smaakt	33
TRG	achterop	14
OTH	lummelen	1
OTH	klungelen	2
OTH	koningin	32
TRG	gisteren	28
TRG	markt	9
TRG	Hylke	1
OTH	oprollen	10
OTH	markt	31
TRG	jurken	2
OTH	kleren	124
TRG	theedrinken	2
OTH	theedrinken	4
OTH	Yke	8
TRG	Yke	3
TRG	Wessel	3
OTH	Wessel	3
OTH	Pietje	6
TRG	gemaakt	490
OTH	Zita	7
OTH	bijt	62
OTH	honger	177
TRG	Zita	2
OTH	dorst	66
TRG	dorst	16
OTH	gevoelig	7
OTH	zichzelf	60
OTH	doodgegaan	2
OTH	instellen	2
OTH	zwemt	31
OTH	leeft	23
OTH	optillen	21
OTH	liefste	15
OTH	ernaast	38
OTH	aquarium	4
OTH	aansteker	13
TRG	steker	1
OTH	steker	1
OTH	afblijven	36
OTH	Fleur	4
OTH	Govert	2
OTH	muit	3
TRG	Fleur	4
TRG	optillen	31
OTH	sterk	90
TRG	voetje	23
OTH	verstopt	85
OTH	schurk	7
OTH	linke	1
OTH	kam	63
OTH	oud	85
OTH	klei	200
TRG	hoofdje	18
OTH	liefst	16
TRG	oorbel	16
TRG	haakje	9
OTH	oorbel	4
TRG	kwijt	85
TRG	knopje	22
OTH	vriendjes	30
TRG	brommers	2
OTH	brommers	6
TRG	tram	22
OTH	tram	22
TRG	echte	80
TRG	zandbak	107
OTH	draagt	20
OTH	petten	4
TRG	'r	1
OTH	knijp	5
OTH	bedient	2
OTH	bedienen	7
TRG	warm	286
OTH	warm	338
TRG	koud	193
OTH	wilt	189
OTH	puzzeltje	30
OTH	a	703
OTH	domino	13
OTH	terugleggen	14
OTH	haartjes	154
OTH	angsten	1
TRG	lakentje	1
OTH	afdrogen	64
TRG	Roosje	21
TRG	hoekje	21
OTH	organiseert	2
TRG	slaapkamer	30
TRG	konijntjes	29
OTH	manier	62
OTH	verdienen	8
OTH	dochter	8
TRG	uitdelen	5
OTH	Roosje	3
OTH	uitdelen	14
TRG	sa	7
OTH	wekker	37
OTH	opstaan	59
TRG	wekker	13
TRG	venster	12
OTH	Roos	30
TRG	shampoo	8
OTH	shampoo	27
TRG	Gerard	343
OTH	vooruit	189
OTH	decadent	1
OTH	hoeven	46
TRG	schaapjes	33
TRG	gedraaid	4
OTH	ondersteboven	29
OTH	varkentje	93
OTH	wei	29
OTH	smijten	15
OTH	schaapjes	41
OTH	makkelijke	16
TRG	schudden	12
OTH	negen	140
OTH	gespeeld	223
TRG	geschud	8
OTH	aansteller	7
OTH	les	33
TRG	kleien	53
OTH	dekseltje	11
OTH	kleien	104
OTH	boon	2
TRG	ham	57
TRG	bord	114
TRG	opgegeten	77
OTH	bord	191
TRG	stoeltjes	12
OTH	stoeltjes	10
TRG	supermarkt	10
OTH	supermarkt	10
OTH	Amerikaanse	6
OTH	televisieserie	2
TRG	televisie	167
OTH	combinatie	9
OTH	kar	90
TRG	zachte	6
OTH	leukerd	8
TRG	lieverd	5
OTH	lach	29
OTH	pannekoek	68
TRG	pannekoek	54
TRG	vlug	29
OTH	kabouter	115
OTH	wippen	10
TRG	peest	1
OTH	Rogier	1
TRG	kwak	138
OTH	kwaak	6
OTH	big	36
TRG	poe	12
TRG	miauw	107
OTH	vakkundig	1
OTH	gesloopt	3
OTH	Andre	6
OTH	driftkop	1
OTH	boksen	10
TRG	boksen	15
OTH	boks	3
OTH	doorgaat	4
OTH	schiet	66
OTH	Lenie	9
OTH	voorzeggen	6
TRG	tuig	2
OTH	zoenen	1
TRG	pinguin	102
OTH	ping	19
TRG	Anne	13
TRG	Andre	2
OTH	alstublieft	40
TRG	hei	5
OTH	vingertje	44
OTH	Ronnie	15
TRG	toef	3
TRG	zoef	7
OTH	toef	4
OTH	ooievaar	25
TRG	tuut	191
OTH	tuut	43
OTH	Stoffel	7
OTH	Gerrit	6
OTH	billen	74
TRG	bi	3
TRG	billen	51
TRG	po	105
OTH	Truus	20
OTH	help	188
OTH	bil	12
OTH	Willem	2
TRG	opruimen	123
TRG	och	58
OTH	probeert	49
OTH	monster	96
TRG	Lenie	1
OTH	stomme	50
OTH	laarzen	54
TRG	laars	54
OTH	tenen	95
TRG	pantoffel	43
TRG	tof	2
OTH	tof	7
TRG	motor	165
TRG	Kas	1
TRG	Lucas	4
OTH	Sophia	1
TRG	ten	12
TRG	soep	168
OTH	soep	174
TRG	Eva	22
OTH	Lucas	1
OTH	indrukken	8
OTH	buurman	41
TRG	Martin	3
OTH	Martin	5
TRG	Gregory	2
OTH	Gregory	2
OTH	zoen	8
TRG	Kim	89
OTH	Kim	150
TRG	Ko	1
OTH	betalen	79
OTH	indoen	51
TRG	drukken	63
OTH	Mickey	64
OTH	zonnig	3
OTH	zonnen	12
OTH	weekeinde	1
OTH	binnenkort	17
OTH	kleuterschool	6
TRG	cola	48
TRG	sap	90
OTH	drinkbeker	3
OTH	mooiste	38
OTH	Sonja	4
OTH	Ko	1
OTH	vanochtend	58
OTH	waarvandaan	2
OTH	koelkast	30
OTH	kruip	5
TRG	toto	13
TRG	brengen	90
TRG	Remco	3
OTH	Remco	1
OTH	half	117
OTH	uurtje	28
TRG	woon	15
TRG	hijgen	2
OTH	nijlpaard	83
TRG	nijlpaard	117
OTH	ietsje	43
OTH	problemen	6
OTH	omrijden	2
OTH	kleinere	10
OTH	hierheen	27
OTH	garages	3
TRG	bos	198
OTH	bos	159
TRG	boeven	22
OTH	tactisch	1
OTH	boeven	11
TRG	klaas	2
TRG	wieltje	45
OTH	wieltje	38
OTH	breken	15
OTH	cape	8
OTH	aangereden	8
OTH	ruiten	17
TRG	Peter	983
TRG	jongetje	1467
TRG	afgehaald	11
OTH	gehaald	70
OTH	afgehaald	9
TRG	deuren	16
TRG	groter	69
TRG	daartussen	1
OTH	ma	64
OTH	race	8
OTH	dichtdoen	30
OTH	racen	8
OTH	racer	1
TRG	dichtdoen	13
OTH	opgehangen	20
OTH	erachter	20
OTH	kopbal	5
OTH	erom	37
OTH	doelpunt	1
TRG	achttien	2
OTH	zeven	236
OTH	hands	21
OTH	knie	75
TRG	daarboven	2
OTH	vlot	3
OTH	deuren	47
OTH	last	58
TRG	preien	1
OTH	grapje	25
TRG	boerderij	99
TRG	hek	87
TRG	dier	61
OTH	slechte	28
TRG	kunne	2
OTH	varken	261
OTH	stier	10
OTH	volle	32
OTH	jonge	125
TRG	boerten	1
OTH	boer	186
TRG	haaien	2
TRG	tangen	3
OTH	haaien	9
OTH	garnalen	1
OTH	Jannis	1
OTH	schaats	5
OTH	s	558
OTH	beenbeschermer	1
TRG	geplakt	33
TRG	stickers	2
TRG	plakt	12
TRG	sticker	9
TRG	achterkant	11
OTH	ambulance	33
OTH	ongeluk	96
TRG	spoortrein	7
OTH	lekke	41
TRG	lekke	14
TRG	band	87
TRG	rails	51
OTH	plakken	161
TRG	pook	1
OTH	spook	38
OTH	kanon	6
OTH	tank	22
TRG	zagen	102
TRG	camping	12
OTH	camping	27
OTH	bomen	119
OTH	zagen	61
OTH	Theo	11
OTH	zaag	19
OTH	touw	49
OTH	gezaagd	3
TRG	Jannes	1
TRG	afzagen	10
OTH	beschadigt	1
OTH	Tom	30
OTH	hout	73
OTH	haard	12
OTH	zorgen	26
TRG	taartje	32
TRG	Mirella	1
OTH	Mirella	1
OTH	kopjes	31
OTH	ontzettende	29
OTH	bijzondere	18
TRG	Thom	2
OTH	Thom	3
OTH	truc	26
OTH	opdrinken	100
TRG	autootje	167
OTH	spijkerbroek	11
OTH	sloffen	39
OTH	oortjes	54
TRG	goog	2
TRG	handjes	47
TRG	duimpjes	2
OTH	duimpjes	2
OTH	lot	8
TRG	tweetjes	9
OTH	tweetjes	8
OTH	til	11
OTH	niezen	16
OTH	verkouden	104
OTH	naaien	23
OTH	hing	12
OTH	buurjongens	1
OTH	b	37
OTH	ba	18
OTH	baba	4
OTH	waf	58
TRG	baba	3
OTH	jaloers	7
TRG	wan	1
OTH	taal	18
OTH	verbaasd	9
OTH	zinnetjes	9
OTH	recorder	40
OTH	interessanter	2
OTH	Tijn	32
OTH	poep	104
OTH	gemenerd	1
OTH	doei	17
OTH	afleidingsmanoeuvre	1
OTH	draden	3
OTH	gesproken	26
OTH	onderzoek	20
OTH	reageert	6
TRG	tin	1
OTH	ten	14
OTH	liever	85
OTH	melkboer	20
OTH	klompen	9
TRG	komma	1
TRG	klompen	8
TRG	klomp	2
OTH	uitlaten	2
OTH	Job	12
OTH	kloek	1
OTH	button	7
OTH	niets	155
OTH	dwars	12
OTH	Myra	4
OTH	beschuit	12
OTH	overslaan	8
OTH	yoghurt	91
OTH	klompjes	14
OTH	figuur	14
OTH	wegrijdt	1
OTH	opstapjes	1
OTH	scherpen	1
OTH	meepraten	3
TRG	bom	86
OTH	bepaalde	24
OTH	vloog	12
OTH	Barend	2
OTH	vuilnisbak	48
OTH	verkocht	3
OTH	kiele	4
OTH	aai	58
OTH	Ad	56
OTH	blond	21
OTH	verdiept	1
OTH	smijt	2
OTH	wijs	59
OTH	hijskranen	2
TRG	melkboer	10
TRG	dut	1
OTH	buitendeur	4
TRG	Job	5
OTH	bolletje	60
TRG	An	22
OTH	opgewekt	1
OTH	wegwezen	13
TRG	Anneke	7
TRG	Tijn	1
TRG	Ad	35
TRG	lummen	5
OTH	drummen	2
OTH	bie	3
TRG	piano	37
OTH	gitaar	39
TRG	telefoon	144
OTH	moderne	10
OTH	uitvoering	1
TRG	goede	34
OTH	stokken	9
OTH	gebruikt	57
TRG	gitaar	72
TRG	drummen	2
OTH	geprobeerd	19
OTH	koppeltje	13
OTH	duiken	25
TRG	slak	95
OTH	slak	44
TRG	loop	97
OTH	biggetjes	20
OTH	onderop	7
OTH	zegge	2
OTH	zeiden	37
OTH	slakken	8
OTH	patat	25
OTH	mayonaise	5
TRG	patat	295
OTH	bemoeien	12
OTH	dief	18
TRG	fluitje	6
TRG	daag	84
OTH	rups	93
OTH	schrikt	32
TRG	oogje	27
OTH	kriebelt	34
TRG	vief	2
OTH	Tomas	767
TRG	hui	4
TRG	afgebroken	24
OTH	autootje	75
TRG	toot	6
OTH	boor	36
TRG	taaie	1
OTH	onze	135
OTH	roeien	9
OTH	waarmee	36
TRG	waarmee	1
TRG	roeien	12
OTH	roei	1
OTH	erbovenop	10
TRG	take	6
TRG	el	3
TRG	do	15
OTH	zwemvest	3
TRG	tiet	14
TRG	deuk	6
OTH	deuken	2
OTH	tafeltennissen	2
TRG	stukken	30
TRG	tukke	1
OTH	stukken	73
OTH	warempel	1
TRG	zachtjes	35
TRG	jeuk	2
TRG	sis	2
TRG	jijden	2
OTH	gebracht	49
TRG	cadeautjes	8
OTH	plaag	2
OTH	Esther	4
OTH	uitpakken	39
OTH	meegebracht	15
OTH	cadeautjes	17
OTH	glijbaan	126
TRG	glijbaan	112
OTH	racefiets	1
OTH	zandbak	229
TRG	scheppen	41
OTH	scheppen	32
TRG	opscheppen	7
TRG	uithalen	31
TRG	touwtje	46
OTH	kunsten	5
OTH	vertonen	4
OTH	aangezwommen	3
OTH	armen	80
OTH	spartelt	1
OTH	diepe	14
TRG	badje	47
TRG	tien	135
TRG	Tanja	4
OTH	diep	52
OTH	omvalt	10
OTH	glijbaantje	6
OTH	glijden	25
TRG	glijden	89
TRG	loet	1
TRG	zwembadje	18
OTH	schuim	19
TRG	raar	37
TRG	jaar	48
TRG	haat	1
OTH	kriebelen	17
OTH	jeuk	25
TRG	tos	2
TRG	nis	1
TRG	zebra	52
OTH	strepen	22
OTH	aparte	8
TRG	rondjes	16
OTH	rondjes	29
TRG	tjee	2
TRG	jekker	1
TRG	weten	28
OTH	konijntjes	60
OTH	hert	24
OTH	do	284
OTH	stuff	17
OTH	talk	3
OTH	okay	330
OTH	baseball	4
OTH	long	9
OTH	time	20
OTH	went	15
OTH	Edward	1
OTH	back	70
OTH	have	128
OTH	shirt	18
OTH	store	13
OTH	service	4
OTH	does	58
OTH	live	5
OTH	punch	1
OTH	down	65
OTH	gave	6
OTH	sisters	1
OTH	sister	1
OTH	bit	11
OTH	her	29
OTH	darts	1
OTH	dart	2
OTH	hit	3
OTH	more	41
OTH	name	51
OTH	stickers	3
OTH	are	119
OTH	take	42
OTH	out	55
OTH	put	159
OTH	bulletin	1
OTH	board	1
OTH	pets	12
OTH	minute	11
OTH	walk	3
OTH	run	3
OTH	mom	3
TRG	red	10
TRG	green	3
TRG	boy	21
OTH	look	141
OTH	at	90
OTH	Lex	1
OTH	secure	1
OTH	turn	111
OTH	crank	30
OTH	home	17
OTH	jack	4
OTH	box	827
OTH	green	6
OTH	rumble	1
TRG	top	16
TRG	down	6
OTH	picture	444
OTH	fine	2
TRG	fine	1
OTH	listen	3
OTH	kick	17
OTH	move	5
OTH	truck	29
OTH	trucks	1
OTH	wagon	2
OTH	break	3
OTH	stool	13
OTH	love	7
OTH	glad	35
OTH	Emmy	2
OTH	broom	1
OTH	Jane	7
OTH	show	18
OTH	yes	43
OTH	object	319
OTH	perfect	15
OTH	catch	11
OTH	air	2
OTH	boy	14
OTH	high	3
OTH	inches	1
OTH	Sara	3
OTH	Tim	27
OTH	draw	93
OTH	crayon	416
OTH	crash	2
OTH	piece	22
OTH	face	24
TRG	Emmy	1
OTH	puppy	4
OTH	dog	43
TRG	puppy	3
TRG	dog	16
TRG	okay	34
OTH	giraffe	50
TRG	more	4
OTH	paper	130
OTH	span	1
OTH	lap	9
OTH	koala	3
OTH	peep peep	3
OTH	chick	6
OTH	page	21
OTH	donkey	18
OTH	these	28
OTH	Nathan	32
OTH	wet	1
OTH	jacket	5
OTH	bag	47
TRG	yyy	2282
TRG	yes	21
OTH	smart	2
OTH	push	33
OTH	program	1
OTH	different	7
OTH	performance	3
OTH	fruit	94
OTH	pull	10
