role	word	 frq
OTH	Indi'	2
TRG	beduiken	1
TRG	sallemaal	1
TRG	bijvoor	1
TRG	danyyy	1
TRG	sabena	2
OTH	nikske	7
OTH	sabena	4
TRG	sabenabus	1
OTH	boekske	35
OTH	(h)edde	2
TRG	ahja	1
OTH	Pilip	1
TRG	tiens	2
OTH	parkeeryyy	1
TRG	elastiekske	1
TRG	eeje	1
TRG	zenne	2
TRG	eeej	1
TRG	schup	11
OTH	schup	1
TRG	njam	12
TRG	bejachten	2
OTH	bewat	1
OTH	bejachten	2
OTH	matrak	4
TRG	matrak	1
OTH	neeme	1
OTH	duikfles	2
TRG	ej	1
TRG	robollebuiken	1
OTH	nemenn	1
OTH	walkie	1
OTH	talkie	1
TRG	eej	2
TRG	tsak	1
OTH	(h)open	1
TRG	tsjak	1
OTH	schuppen	1
TRG	regene(n)wah	1
TRG	platsch	7
TRG	hook	1
TRG	ts	17
TRG	tseil	1
TRG	hoppel	1
TRG	woh	3
OTH	jill	1
OTH	kogeltasje	1
OTH	kogeltasjes	1
TRG	fini	1
OTH	on(t)ploffen	1
OTH	gebruike	1
TRG	legerhelm	1
TRG	geene	2
TRG	couscous	4
TRG	ereltjes	2
OTH	wortelkes	1
OTH	poeske	5
TRG	wablieft	3
TRG	wellek	1
OTH	woh	4
OTH	pff	17
OTH	Clio	23
OTH	couscous	3
OTH	zoja	4
OTH	kikk	1
TRG	gelejen	1
OTH	Amerika	44
OTH	krij	4
OTH	bl	3
TRG	ek	4
TRG	konter	1
OTH	haare	1
OTH	pigeon	1
OTH	awe	2
OTH	oge	2
OTH	et	6
OTH	eut	1
TRG	miljoentje	1
TRG	miauwke	1
OTH	mja	7
OTH	kakkerla	1
OTH	aaah	18
TRG	(h)emmen	1
TRG	nikske	1
TRG	Clio	1
OTH	ku	3
OTH	latene	1
OTH	Clioke	1
OTH	neuze	2
OTH	heure	2
OTH	kwaadmaken	1
OTH	jamaarik	1
OTH	Mouche	1
OTH	(h)ier	2
TRG	koekendag	1
OTH	koekendag	1
TRG	ens	1
OTH	Mouchke	3
OTH	moteur	1
TRG	cleo	1
TRG	patera	3
TRG	suske	1
TRG	wiske	1
OTH	wiske	1
OTH	ko	12
OTH	konigin	1
OTH	Sidonia	2
OTH	Sidonie	2
OTH	sch	3
OTH	staatsschool	1
OTH	gane	2
OTH	eenss	1
OTH	Clejo	1
OTH	patera	1
OTH	stikje	2
OTH	ela	1
OTH	rangers	1
OTH	derna	1
OTH	bonenwat	1
TRG	ge(ge)ten	4
OTH	etenbak	2
TRG	eenn	1
TRG	bakske	1
OTH	bakske	1
OTH	derbij	22
OTH	boereke	1
OTH	venteke	2
TRG	gaane	2
OTH	dessertjes	1
OTH	koekn	1
TRG	sebit	1
OTH	datt	1
OTH	tankmuseum	1
OTH	flightsimulator	1
OTH	privevliegtuig	1
OTH	gaske	1
OTH	nikskse	1
OTH	plangeskes	1
OTH	haaren	1
TRG	toem	5
OTH	zehebbe	1
OTH	deeje	1
OTH	tim	2
OTH	ski'n	1
TRG	boh	1
OTH	voorteten	1
TRG	alsjeblief	11
OTH	muzli	1
OTH	bambix	1
TRG	oeioeioeioeioei	1
TRG	di'n	1
OTH	eu	1
OTH	sweet	3
TRG	sweet	2
OTH	Wezenberg	5
TRG	duikersbril	1
TRG	snurf	2
OTH	Filipeke	2
TRG	Seahunt	2
OTH	Seahunt	1
OTH	seahunt	2
OTH	(d)oet	1
OTH	zwemmmen	2
OTH	blokses	1
OTH	blokskes	4
TRG	spruitje	1
OTH	fitnessen	1
OTH	(ge)geten	3
OTH	za	6
OTH	hartjesrook	1
OTH	Poppins	3
OTH	opkunnen	1
OTH	eruitvliegt	1
OTH	Universial	1
OTH	fi	1
OTH	wizard	11
OTH	ooze	6
OTH	zorro	1
OTH	vannamiddag	1
OTH	vandemorgen	1
OTH	ochja	1
OTH	Signapore	2
OTH	peutertuin	1
OTH	boelekes	2
OTH	vanaan	1
OTH	neejen	1
OTH	inhou(d)en	1
TRG	joghurt	7
OTH	geduiken	1
TRG	joehoe	9
OTH	diepzeeduiken	1
OTH	baddeken	1
OTH	allerdiepste	1
OTH	bandjen	1
OTH	vanop	1
OTH	aan(h)eeft	1
OTH	mochte	1
OTH	vanvoor	1
OTH	trappekes	1
OTH	Thibau	1
OTH	steekvoeten	3
OTH	turnmeester	1
OTH	jiha	1
TRG	eeh	35
OTH	kikvo(r)smannen	1
TRG	afgekuisd	1
TRG	yoghurtje	1
OTH	Flipeke	1
OTH	dicteeschrift	1
OTH	taalgrblz	1
OTH	hondertnegenenvijftig	1
OTH	hondertvijfen	1
OTH	negenenvijftig	1
OTH	twee'nveertig	3
OTH	heu	5
OTH	rekoen	1
OTH	reekoen	3
OTH	weekoen	1
TRG	allez	2
TRG	rekoen	1
OTH	rokvin	2
OTH	Flipke	1
OTH	Hutsel	1
OTH	naasteen	2
OTH	tu	6
OTH	tege(n)gekomen	1
TRG	ajah	1
OTH	wegwerpxxx	1
OTH	Kleo	8
OTH	ocharme	2
TRG	ocharme	1
TRG	Klejoke	1
OTH	slimmen	1
TRG	casetterecorder	2
OTH	casetterecorder	1
OTH	efjes	1
OTH	(h)outen	1
OTH	zuske	1
OTH	bankske	1
OTH	gekommen	1
OTH	neun	1
OTH	hundert	1
OTH	ziekenwagendie	1
OTH	banske	1
OTH	neeneeje	1
OTH	sommig	1
OTH	afprutsen	1
OTH	tsieptsieptsiep	1
TRG	paw	5
OTH	(he)tzelfden	1
TRG	tolle	2
OTH	jaarconcert	3
OTH	henne	1
OTH	steunkaarten	1
OTH	superlief	1
OTH	doktor	1
OTH	alo	1
TRG	allright	1
OTH	prercies	5
OTH	nekke	1
OTH	konde	3
OTH	plastik	1
OTH	(h)eft	1
OTH	hefte	1
TRG	Pann	1
TRG	Poppins	2
OTH	Pann	1
OTH	E T	5
TRG	E T	4
TRG	phone	4
OTH	phone	10
OTH	grellig	1
OTH	uitkropen	1
TRG	ewegvlogen	1
TRG	kakkerlaken	1
OTH	(h)e(bb)en	1
TRG	pasen	4
TRG	from	1
OTH	baksken	1
OTH	zoud	1
OTH	weekanten	1
TRG	beil	1
TRG	police	2
TRG	Simba	4
OTH	Simba	12
OTH	hihi	15
OTH	hihihihi	6
TRG	Pink	5
TRG	Panther	4
TRG	boter(h)ammen	1
TRG	harpskoop	1
TRG	harefs	1
TRG	taait	1
OTH	zene	5
TRG	Jiep	1
OTH	Jiep	1
TRG	pf	2
OTH	boter(h)ammen	1
TRG	heuh	2
TRG	wup	1
TRG	oooh	15
TRG	wor(d)en	1
TRG	toing	3
TRG	oeijejoei	1
OTH	oeijejoei	1
OTH	deen	1
OTH	boterha	1
TRG	O	7
TRG	d'	1
OTH	O	6
OTH	da'	1
TRG	versje	3
TRG	chocopotten	2
TRG	ale	1
OTH	vor	1
OTH	papierkes	1
TRG	amai	1
OTH	Mortsel	1
OTH	huidbedekking	1
OTH	tropsich	1
TRG	zoo	8
TRG	tutterfrut	1
OTH	tuttefrut	1
OTH	meegenoen	1
OTH	kunnn	1
OTH	meterkabel	1
TRG	naaiboek	1
TRG	gilets	1
OTH	gilets	1
OTH	vastpa	1
OTH	zide	1
OTH	liechter	1
TRG	hej	4
OTH	'tzelfde	1
OTH	gilet	3
TRG	gilet	2
OTH	cd	1
OTH	Urbanus	3
OTH	d'	4
OTH	datwas	1
OTH	Blokken	1
OTH	broekjas	1
TRG	onderhemdeke	1
OTH	slipkes	1
OTH	knopkes	1
TRG	spaghettiblad	1
OTH	sweaterstof	1
OTH	tekenene	1
OTH	gileke	1
OTH	gewo	1
OTH	zoiet	3
OTH	tekeningske	1
OTH	geljk	1
OTH	legergroener	1
OTH	fitnissen	2
OTH	broccolitaart	2
TRG	broccolilitaarten	1
OTH	preitaart	1
OTH	seldertaart	1
OTH	garnalentaart	1
TRG	garnalentaart	1
OTH	schooen	1
OTH	bloeske	1
OTH	jeanshemd	2
OTH	jeanshemden	1
OTH	erwtje	2
TRG	nogeens	1
OTH	ringeskes	2
OTH	jaske	2
TRG	jeansrok	1
OTH	stofke	1
OTH	jeansachtig	1
TRG	prec	1
OTH	zeevrouw	1
TRG	naaiwinkel	1
OTH	Veritas	1
TRG	knoppeke	4
OTH	boekse	1
OTH	strandmode	1
OTH	d'erin	1
OTH	spaghettiblaren	1
OTH	ts	13
TRG	Colruyt	2
OTH	Colruyt	1
OTH	pakskes	1
OTH	geanteresseerd	1
OTH	topke	2
OTH	weggekeerd	2
OTH	Lu	2
OTH	Beukelaer	1
OTH	viewmaster	2
OTH	ej	9
TRG	carrake	1
TRG	moeilijks	3
OTH	zalle	2
OTH	ofdat	1
OTH	koopte	1
TRG	t+shirt	1
OTH	kaftje	3
OTH	kopies	1
OTH	pennezak	1
OTH	nieuwen	9
OTH	naaimachien	1
OTH	hoekske	5
OTH	poezeke	1
TRG	gest	1
TRG	waskot	1
TRG	krijgde	1
OTH	zelfste	2
TRG	hetzelfste	1
TRG	fruitslag	1
TRG	gege	1
TRG	gezing	1
OTH	worde	3
OTH	gewaar	1
OTH	vijfteen	1
TRG	negenennegentig	3
OTH	winsje	1
TRG	zun	635
OTH	laughing	20
TRG	bone	5
TRG	grasse	1
TRG	dur	591
TRG	kijkte	7
TRG	neutje	1
TRG	klomde	2
TRG	herst	1
TRG	woohoo	1
TRG	mhm	6
TRG	gingt	39
TRG	blikkie	1
TRG	ahoe	3
OTH	jongenszwartepieten	1
TRG	hunnie	23
TRG	durmee	2
TRG	gevasthouden	1
TRG	durin	3
TRG	fluitte	1
TRG	bijenhuis	4
TRG	geklimd	3
TRG	ssjt	1
TRG	gezoekt	4
TRG	honingpot	1
TRG	ssst	42
TRG	opgeten	3
OTH	dur	24
TRG	gepakken	4
OTH	zun	5
OTH	ssjt	1
TRG	dichtgevouwen	1
TRG	hjaa	1
TRG	toink	1
TRG	huhu	14
TRG	mun	31
OTH	michael	5
TRG	barbaros	1
TRG	ihie	1
OTH	vertelen	1
TRG	ingespringt	1
TRG	gevangt	1
TRG	vielt	26
TRG	gatje	5
TRG	un	41
TRG	kablon	2
TRG	ide	1
TRG	sjjj	2
TRG	aah	74
TRG	doorvissen	2
TRG	danny	1
OTH	lisanne	6
TRG	weggevliegen	1
TRG	alletwee	45
TRG	vechtte	1
TRG	graafde	6
TRG	ballonnenman	21
TRG	loopte	54
TRG	laatte	3
TRG	kruikje	1
TRG	kindjeskikker	2
TRG	mamakikkers	1
TRG	dizze	1
OTH	snurkbeest	1
TRG	bergje	4
TRG	ijscomanwagen	1
TRG	handdoekje	2
TRG	vissies	1
TRG	aaaa	2
TRG	bladzijdje	1
TRG	vielde	9
TRG	wouen	6
TRG	boeboe	1
TRG	pompom	3
TRG	waaa	4
TRG	riepte	2
TRG	bankie	6
TRG	zaggen	4
TRG	viskom	4
TRG	waaaa	2
TRG	beehive	22
TRG	slaapte	8
TRG	beethouden	4
TRG	woude	5
TRG	roepte	29
TRG	tshirt	3
TRG	bananevoeten	2
TRG	window	8
TRG	boomgat	6
TRG	boomstok	2
TRG	anderen	11
TRG	nietje	9
TRG	leesde	7
TRG	uhhuh	15
TRG	neemden	1
TRG	sponsje	5
OTH	sponsje	7
TRG	stone	9
TRG	3	30
TRG	4	47
TRG	5	38
TRG	mu	2
TRG	hondekluifje	1
TRG	pom	4
OTH	pompom	1
TRG	slingen	1
TRG	ooooo	2
TRG	onderbroekje	3
TRG	sssst	3
TRG	eette	19
TRG	bijenpot	2
TRG	allergrote	1
TRG	gevliegd	1
OTH	3	37
OTH	4	37
OTH	5	37
TRG	6	4
TRG	Boeli	6
OTH	Boeli	3
TRG	wawawawa	4
TRG	dew	1
TRG	ksss	1
TRG	zzzzzz	1
TRG	dzzz	2
TRG	bowowow	1
TRG	dgs	15
TRG	dudlududludoedadongda	1
TRG	boooooing	1
TRG	waaaaaaaah	1
TRG	honingen	2
TRG	wawawa	3
TRG	iewiewiewiets	1
TRG	dgds	1
TRG	bwawawawa	2
TRG	owawawawa	1
TRG	doengdoeng	1
TRG	wawawawawawawawa	1
OTH	boioioioioing	1
TRG	wawawawawawa	1
TRG	gss	1
TRG	wawawawawa	3
TRG	bawawawawawa	1
TRG	ballonnenmeneer	6
TRG	ijswinkel	9
TRG	apies	8
TRG	ijsmannetje	1
TRG	namde	1
TRG	woet	3
TRG	slaapten	3
TRG	wepsen	4
TRG	babykikkertjes	4
TRG	muh	1
TRG	Peeeter	1
TRG	Satje	3
TRG	Saaatje	1
TRG	poepoe	12
TRG	kukeluu	2
TRG	jaaa	6
TRG	bzzz	1
TRG	kukelekuu	4
TRG	bzzzz	1
TRG	bfffff	1
OTH	ryan	7
TRG	gingde	1
TRG	draaite	1
OTH	maike	6
TRG	wespjes	2
OTH	nmaar	1
TRG	gevoonden	1
TRG	pobeert	1
TRG	tjoe	2
TRG	doehoe	1
OTH	ron	8
TRG	driede	1
OTH	sandra	5
TRG	vliegde	7
OTH	deborah	5
TRG	vroegt	2
TRG	breidingen	1
TRG	zagt	6
TRG	gegraafd	1
TRG	achternaar	6
OTH	pim	7
TRG	voeballen	1
TRG	vasthouwen	2
TRG	bijennest	15
TRG	vielden	6
TRG	wazzen	2
OTH	ralph	6
TRG	wazze	1
OTH	tom	10
TRG	blu	1
TRG	ballonnenboer	1
TRG	vissie	2
TRG	glaassie	1
TRG	zoekte	3
TRG	laughing	9
OTH	laughs	12
TRG	kikkerkom	5
TRG	brokkie	2
TRG	stukkie	10
TRG	Dimmy	1
OTH	Dimmy	1
TRG	kwamt	17
TRG	houdde	3
TRG	verdrieterig	1
TRG	dooie	1
TRG	gekwaak	6
TRG	vrouwenkikker	1
TRG	mannetjeskikker	1
TRG	babypadje	1
TRG	trekte	8
TRG	leegdoen	1
TRG	chiquita	1
TRG	ballonnenverkoper	3
TRG	deedde	1
TRG	bijentol	2
TRG	keekte	3
TRG	babietjes	7
OTH	babietjes	23
OTH	doorvertellen	1
TRG	glijen	8
OTH	volgede	1
TRG	kluiffie	4
TRG	dichtgraven	2
TRG	beessie	1
TRG	roepten	5
TRG	mmmm	41
TRG	woo	2
TRG	springden	1
TRG	stories	5
TRG	jongetrje	1
TRG	touws	1
TRG	kikkerpot	1
TRG	leeste	1
OTH	naturlijk	1
TRG	schluss	1
TRG	ijscoos	1
TRG	hondenbrok	2
TRG	weggewaaien	2
TRG	stapje	4
TRG	liept	1
TRG	begont	2
TRG	scheent	1
TRG	keekt	5
TRG	kwamde	2
TRG	ijscovrouw	8
TRG	breispullen	1
TRG	moederkikker	2
TRG	vaderkikker	2
TRG	ijscokarretje	1
TRG	boomhol	1
TRG	rian	2
TRG	nummero	1
TRG	meisjeskikker	1
TRG	meheheheee	2
TRG	trokten	1
TRG	helpte	11
TRG	muizenhol	2
TRG	wepspennest	1
TRG	wepsennest	2
TRG	roepde	1
TRG	ssht	2
TRG	neemde	2
TRG	woewoef	1
TRG	schopde	1
TRG	ziejen	2
TRG	breibol	1
TRG	valden	7
TRG	nammen	1
TRG	trekten	1
TRG	vliegte	2
TRG	boomwortel	10
TRG	waft	1
TRG	woe	6
TRG	grrr	1
TRG	hellep	2
TRG	waaaah	1
TRG	gevangd	1
TRG	breiding	1
TRG	vingte	1
TRG	dalijk	11
TRG	kreegte	1
TRG	ingegraafd	1
TRG	lalalalalala	5
TRG	trokte	1
TRG	benejen	1
TRG	babykikkertje	1
TRG	smorgens	23
TRG	waffen	1
TRG	bijenhol	3
TRG	ijsmevrouwwinkel	1
TRG	tone	3
TRG	snachts	7
TRG	ijscomevrouw	2
OTH	nummero	7
TRG	ijn	2
TRG	wtee	1
TRG	strandkasteel	1
TRG	vierst	1
TRG	ginig	1
TRG	omhoogst	1
TRG	kikertjes	1
TRG	paken	2
TRG	tum	2
TRG	hyuiklen	1
OTH	emn	1
TRG	ravijntje	1
TRG	hatsjoo	1
TRG	tsjing	1
TRG	tsjong	1
TRG	teeshirt	6
TRG	aand	1
TRG	boompie	2
TRG	schildpadje	5
TRG	honingkorf	1
TRG	zandbeeld	1
TRG	kijgt	1
TRG	wqas	1
TRG	meezoeken	2
TRG	noet	1
TRG	isje	4
TRG	gink	1
TRG	uiul	1
TRG	vasllen	1
TRG	ajuu	1
TRG	ijsbolletjes	1
TRG	begraafde	6
TRG	vadser	1
TRG	moi	1
TRG	savonds	15
TRG	xxdach	1
TRG	huiltr	1
TRG	debank	1
TRG	ijswinkeltje	1
TRG	heegft	1
TRG	worren	2
TRG	sur	1
TRG	jongfetje	1
TRG	szit	1
TRG	groeg	1
TRG	kiker	1
TRG	hoeoeoe	2
TRG	klimden	1
TRG	glaas	2
TRG	Ietjo	3
TRG	taperecorder	97
TRG	valdie	1
TRG	sssht	2
TRG	zwemde	2
TRG	babypadjes	1
TRG	softijsje	1
TRG	teruggepakt	4
TRG	meneerballon	1
TRG	ijsmevrouw	4
TRG	terugpakken	5
TRG	Annek	11
TRG	dichtschoppen	1
TRG	gesmelt	3
TRG	mieke	35
TRG	mjam	18
TRG	jos	7
TRG	stephan	1
TRG	paleisje	1
TRG	marieke	5
TRG	robbie	3
OTH	afgehuild	1
TRG	annemiek	1
TRG	erachteraan	3
TRG	duruit	10
TRG	flippie	2
TRG	gelukkkig	1
TRG	tineke	1
TRG	max	13
TRG	christian	1
TRG	lena	6
TRG	lucie	1
TRG	ballonverkoper	3
TRG	vasthad	2
TRG	murphy	3
OTH	geks	3
TRG	marleen	13
TRG	kleinerder	2
TRG	smiddags	2
TRG	duraf	3
TRG	kreegt	1
TRG	meerennen	2
TRG	kikkervolkje	3
TRG	lientje	23
TRG	overheengooien	1
TRG	vaderhert	1
TRG	brengden	1
TRG	miep	16
OTH	miep	1
TRG	miepje	5
OTH	vreemds	2
TRG	vreemds	1
TRG	ijsbol	1
TRG	lachde	1
TRG	glijde	1
TRG	ans	5
TRG	hansje	9
TRG	ansje	13
TRG	pim	2
TRG	jochem	8
TRG	mollehoop	2
OTH	vantevoren	1
TRG	sssj	1
TRG	sonja	3
TRG	marietje	6
TRG	yasemin	3
TRG	jolantje	3
OTH	jolantje	1
TRG	chris	1
TRG	smeltte	2
TRG	kokosding	1
TRG	eendentaal	1
OTH	durbij	1
TRG	7	3
OTH	8	3
TRG	durachteraan	1
TRG	jolanda	8
TRG	ssj	1
TRG	kgg	4
TRG	cynthia	3
OTH	cynthia	1
TRG	agat	8
TRG	frog	3
TRG	noise	3
TRG	hooo	3
TRG	yawn	2
TRG	cries	3
TRG	rotuil	1
TRG	hellup	1
TRG	jongenshert	1
TRG	houdoe	4
TRG	mien	6
TRG	femke	7
TRG	durop	3
TRG	konijnenhol	2
TRG	hebte	1
TRG	sneeuwmens	1
TRG	ineke	12
TRG	ijscowinkel	1
TRG	timmie	2
TRG	vishengel	2
TRG	knoopies	1
TRG	laggen	1
TRG	sneeuwding	1
TRG	loopde	1
TRG	ahem	1
TRG	9	10
TRG	struikvogel	2
TRG	dakkie	2
TRG	17	9
TRG	meissie	1
TRG	honinkhol	1
TRG	meisje's	1
OTH	sssht	1
TRG	booklet	7
TRG	jongetje's	1
TRG	poezebal	1
TRG	vissekom	3
OTH	6	10
TRG	afpakke	1
TRG	springde	3
TRG	bijenhuizen	1
TRG	gepak	1
TRG	Meroena	11
TRG	snuifde	1
TRG	honingboom	1
TRG	honinghuis	1
OTH	andrea	3
TRG	ijscoboerin	1
TRG	joris	20
TRG	inette	4
TRG	wim	4
TRG	victor	1
TRG	anieke	1
TRG	ilonka	3
OTH	chet	3
TRG	gekwak	2
OTH	marcel	3
TRG	vong	1
TRG	miene	1
TRG	nuray	2
TRG	thijs	5
OTH	nuray	1
OTH	thijs	6
TRG	marijke	6
TRG	kuifje	3
TRG	ron	17
TRG	sjomet	26
TRG	kikkerjongen	1
TRG	kikkermeisje	1
OTH	maria	3
TRG	anita	2
TRG	dubbellikker	1
TRG	dankuwel	14
TRG	zandbuiltjes	1
TRG	albert	1
TRG	rolien	3
TRG	vangde	1
TRG	anjelien	2
TRG	marcel	16
TRG	zittede	1
TRG	rocky	9
TRG	bijenzon	2
TRG	straalvogel	1
OTH	breggie	4
TRG	jessica	1
TRG	saskia	7
TRG	john	1
TRG	susan	4
TRG	mollehol	2
OTH	bruce	3
OTH	desiree	4
TRG	mirjam	10
TRG	weeeeh	1
TRG	sandra	1
TRG	randy	3
TRG	leuks	8
TRG	terughebben	1
OTH	kikkerverhaal	1
TRG	kletterdekletter	1
TRG	kikkerfamilie	3
OTH	jony	4
OTH	kelly	4
OTH	boomwortel	1
TRG	wooo	3
OTH	noortje	4
TRG	voerballen	1
TRG	meegesleurd	1
OTH	yvone	1
OTH	yvonne	3
TRG	hangde	3
TRG	boomtakje	1
TRG	bijenhok	2
TRG	stukkies	1
TRG	Samanthas	1
TRG	Keesje	6
TRG	bleeft	1
TRG	sneeuwbergje	1
TRG	Fik	4
TRG	bananenschil	2
TRG	rotsje	1
TRG	Kluifje	3
TRG	Kluiffie	1
TRG	Tjiletji	1
TRG	Martijns	1
TRG	suzanne	7
TRG	fred	5
TRG	zandbulten	1
TRG	anneke	8
TRG	ivo	6
TRG	ijscokoopwagen	1
TRG	bonzo	4
TRG	overgeslaan	1
TRG	johan	6
TRG	willemien	5
TRG	terry	2
TRG	willemina	1
TRG	jansen	2
OTH	mirjam	1
TRG	natasja	5
TRG	milton	6
TRG	sabine	7
TRG	martijn	1
TRG	josee	4
TRG	fifi	11
TRG	tuinbankje	2
TRG	stakt	1
TRG	vasthoudde	2
TRG	durachter	1
TRG	ijsverkoopster	1
TRG	rachelle	2
TRG	karin	1
TRG	wuch	1
TRG	ijsvrouw	1
TRG	mohammed	1
TRG	martine	4
TRG	ilse	1
TRG	bruce	5
TRG	desiree	3
TRG	tuurlijk	24
TRG	inhangen	1
TRG	domzak	1
TRG	mmmmmmm	3
TRG	raampie	1
TRG	waaah	4
TRG	ooooh	4
TRG	marie	3
TRG	inge	3
TRG	bart	1
TRG	niels	5
TRG	loesje	3
TRG	zwoerdje	1
TRG	rotsberg	1
TRG	ziten	1
TRG	ernaartoe	2
TRG	andre	1
TRG	jose	3
TRG	hertehoren	1
TRG	foegen	1
TRG	sluipte	1
TRG	sochtends	1
TRG	ijswagentje	1
TRG	kikkerjongens	1
TRG	man's	1
TRG	uilehol	1
TRG	hamsterholletje	1
TRG	mollenholletje	1
TRG	doorroepen	1
TRG	isda	347
OTH	vogelverschrikkerke	1
OTH	kieke	6
OTH	suit	1
TRG	ə	6078
TRG	ch	36
OTH	Maarteke	351
OTH	beesteke	11
OTH	neuske	1
OTH	buikske	3
TRG	hə	6
TRG	ehe	62
OTH	tuuttuuttuut	3
TRG	sh	21
OTH	tuuttuut	16
OTH	vuurke	6
OTH	danku	147
OTH	bananeke	7
OTH	appelke	7
OTH	Stees	1
OTH	boke	53
OTH	woefwoef	11
OTH	poezekes	1
OTH	tebo	1
TRG	boke	28
OTH	boeks	9
OTH	schotelke	1
OTH	isda	5
OTH	hej	7
OTH	sleutelkes	22
TRG	bics	8
OTH	bics	4
OTH	voddeke	4
OTH	tutteke	8
OTH	pluizeke	1
OTH	beh	21
OTH	appelkes	1
OTH	seut	3
OTH	cocorico	1
OTH	dezelfden	1
OTH	gatteke	16
OTH	hoehoe	18
OTH	dromerke	1
OTH	snuiteke	1
OTH	bekerke	1
TRG	tisda	43
OTH	indianen	2
OTH	tongske	1
OTH	neuzeke	2
OTH	hooo	16
OTH	bicske	3
OTH	briefke	2
OTH	bladje	6
OTH	bicskes	2
OTH	Van Agt	1
TRG	Peng	14
OTH	Poesje Nel	25
OTH	koem	2
OTH	kwakwa	1
OTH	gekribbel	1
OTH	geitje	24
OTH	hoo	48
OTH	haa	11
OTH	sloef	8
OTH	sigarekes	1
TRG	poesə	8
TRG	Nel	10
TRG	Poesje Nel	5
OTH	Maartentje	3
OTH	hn	2
OTH	steks	2
TRG	ajajaj	2
OTH	dooske	1
OTH	dierenboek	2
OTH	Peng	5
OTH	Pengske	2
OTH	fruitpap	4
OTH	pamperke	5
OTH	stees	4
OTH	hawel	1
TRG	boekə	97
OTH	sleut	4
OTH	spekulozen	1
TRG	boekskes	3
OTH	appelsieneke	1
OTH	zwanekes	1
TRG	tutje	41
OTH	hoelala	2
OTH	Minet	4
TRG	Minet	5
OTH	dekselke	1
TRG	tsjoek	17
OTH	boekes	6
TRG	eee	1
OTH	autooke	4
OTH	kuisgerief	1
OTH	homaj	1
OTH	sneeke	1
TRG	washand	6
OTH	cen	1
OTH	boekskes	14
TRG	brrm	85
OTH	Maartens	2
OTH	kouske	3
TRG	sloef	15
OTH	soefkes	1
OTH	vogelke	2
OTH	vogelverschikker	1
OTH	huiske	2
OTH	gekroch	1
OTH	biccen	2
OTH	ting	4
OTH	stopje	1
OTH	kapotten	1
OTH	gatje	11
OTH	chok	2
OTH	hallooo	1
OTH	ietske	5
OTH	fruitpapke	1
OTH	mamake	1
OTH	latje	2
OTH	gehaktbollekes	1
TRG	lə	104
OTH	korstekes	1
TRG	Swa	27
TRG	Rit	11
OTH	Rit	19
OTH	isde	1
OTH	tisda	4
OTH	sleuteltas	1
OTH	plakpollen	1
OTH	pollekes	1
TRG	Jaak	12
OTH	Jaak	11
OTH	Merchtem	8
OTH	boekentaske	1
OTH	Laak	1
OTH	Lit	2
OTH	motvod	2
TRG	stees	9
OTH	stationsromanneke	1
OTH	melkmachien	1
OTH	kletskes	1
OTH	autookes	15
OTH	pft	1
OTH	Peerke	1
OTH	Beertje Colargol	25
OTH	happeke	2
TRG	kə	20
TRG	sə	12
OTH	slaapkont	1
OTH	stukke	9
TRG	stukske	7
TRG	patatə	7
TRG	stukə	32
OTH	stokskes	1
OTH	oogske	1
OTH	oogskes	3
OTH	kipjes	10
OTH	waskraan	3
TRG	popə	16
OTH	poppeke	11
OTH	oreke	1
OTH	potloodje	7
OTH	strekeventje	1
TRG	blokskes	16
OTH	ista	2
OTH	vlakje	1
OTH	vakske	2
TRG	vakske	2
OTH	izeval	1
OTH	mooien	4
TRG	sloefə	12
TRG	bicə	4
OTH	Swa	34
OTH	potloodjes	21
OTH	tutje	14
OTH	goedzetten	1
OTH	oorke	1
TRG	oorkes	2
OTH	tutna	1
OTH	Maartens'	2
TRG	buikə	12
TRG	buikske	2
TRG	doosə	3
OTH	mooieren	1
OTH	Spectator	1
OTH	sloefjes	9
TRG	sloefe	1
TRG	sloefkes	8
TRG	botə	55
OTH	prima+de+lux	1
OTH	holala	3
OTH	schrijfjes	1
OTH	hopla	64
OTH	blokkentoren	1
OTH	Colargol	4
OTH	snutter	1
TRG	doekə	1
TRG	vodə	9
OTH	votten	1
OTH	antuk	1
OTH	napje	1
TRG	potə	27
OTH	sjsjsj	2
TRG	tandə	1
TRG	bə	2
TRG	kusə	7
OTH	snutjes	1
OTH	njem	6
TRG	nem	3
OTH	njam	2
OTH	nem	5
TRG	wə	6
OTH	hoooo	5
OTH	chch	1
TRG	sokə	1
TRG	pə	5
OTH	joepiejee	2
TRG	joepiejee	1
TRG	zakə	24
OTH	aaa	4
OTH	hehehehehe	1
TRG	beh	17
OTH	pitsj	1
OTH	pisj	3
TRG	pisj	1
OTH	tutterke	1
TRG	jasə	8
OTH	ritsje	2
TRG	tasə	7
TRG	gatteke	2
OTH	petats	1
OTH	klopklop	1
TRG	stinkestink	1
OTH	stinkestink	2
TRG	Gə	1
OTH	knops	2
TRG	knopə	1
OTH	tesamen	3
TRG	eendə	4
OTH	oorstokje	2
OTH	eau de Cologne	1
OTH	pamper	23
TRG	pamper	26
OTH	deraf	19
TRG	blokə	8
OTH	tsjoektsjoek	2
OTH	tiktaktik	1
OTH	tsjoep	2
TRG	tsjoep	3
OTH	klopklopklop	1
OTH	schroevendraaier	7
TRG	Colargol	8
OTH	sapperdeboere	1
OTH	tuutuit	1
OTH	machien	1
