role	word	 frq
TRG	gekoeid	2
OTH	Jossemans	1
OTH	compromiteren	1
TRG	ballom	1
TRG	ballommen	3
OTH	cowboyhoed	4
TRG	cowboyhoed	1
OTH	feestmuts	9
TRG	pilpad	3
TRG	krotekril	1
TRG	krokedil	2
TRG	balloms	1
OTH	verkleedfeestje	1
TRG	boye	8
TRG	dikkedil	2
OTH	dikkedil	2
TRG	krdikkedil	1
OTH	pralinees	1
OTH	Leonidas	1
TRG	laasie	1
TRG	spekelaasie	1
OTH	speculaasie	1
TRG	Calien	1
OTH	Calien	1
OTH	ondekt	2
TRG	Koens	4
TRG	selaasje	1
TRG	pipielaasje	1
TRG	drinkbekertje	3
TRG	suikerdropje	1
TRG	suikerdopje	1
OTH	Mini	12
TRG	Mini	6
OTH	achteruithaalt	1
OTH	Vogeltjesmarkt	1
TRG	JOSs	2
TRG	(pakken)	4
TRG	poppenee	4
OTH	Heijn	10
OTH	betaalpasje	1
OTH	Sinterklaastypes	1
OTH	Sinterklaasliedjes	7
TRG	kikefoon	3
TRG	abblijven	1
OTH	gallerij	2
TRG	saapkamers	1
OTH	Sinterklaasavond	1
OTH	poempetoempetoem	1
OTH	snijende	1
OTH	leip	1
TRG	gooid	3
TRG	emel	1
TRG	doete	4
TRG	ebeurd	2
TRG	dachtig	1
TRG	draafbaar	1
TRG	chepjes	1
TRG	drietig	2
TRG	tikkie	2
TRG	chepje	3
TRG	traktortje	2
OTH	traktortje	1
TRG	kouden	1
TRG	kauwgompje	1
OTH	kauwgompje	2
TRG	suikerrandje	2
OTH	suikerrandje	1
TRG	siekje	1
OTH	kl	1
OTH	ops	2
TRG	plekelaasje	2
TRG	lekkelaasje	1
OTH	taalonderzoeken	1
TRG	stikje	3
TRG	stiekje	7
TRG	stiek	1
TRG	haasje	3
OTH	haasje	7
OTH	sjoep	1
TRG	sjoep	2
OTH	pam	2
TRG	glij	11
TRG	sokketje	1
TRG	leklekela	1
TRG	kelekela	1
TRG	kokje	1
TRG	duilen	1
TRG	watersoepje	2
OTH	watersoepje	1
TRG	vrijven	2
OTH	jaoh	1
OTH	oep	5
OTH	Sloten	13
OTH	Kever	8
TRG	Kever	10
TRG	K	21
OTH	ioe	1
TRG	ioeng	3
OTH	ioeng	3
TRG	Abje	2
TRG	chroefgraaier	1
TRG	chroevedraaier	1
TRG	raald	2
OTH	gezelligheidsbeest	1
OTH	Wibautstraat	2
TRG	bugge	1
OTH	natgespat	1
OTH	gesmak	1
OTH	smakkel	1
TRG	tuiker	1
OTH	Josseman	3
TRG	speeld	1
TRG	famingos	1
TRG	lijmpje	1
OTH	lijmpje	2
TRG	puntslijper	4
TRG	Koekepeer	23
OTH	Poes	11
OTH	Koekepeer	31
OTH	Dag	1
TRG	Poes	6
TRG	puntslijp	1
TRG	puntenslijpers	1
OTH	Koekebeer	1
TRG	tippestift	1
TRG	stippestift	1
OTH	stippestift	1
OTH	Meneer	6
TRG	Koekepoei	1
TRG	Koekepauw	1
TRG	strakte	1
OTH	koekepeertje	4
TRG	chrijft	1
OTH	geschrijft	3
TRG	tutatutututu	2
TRG	pullenbak	1
OTH	Cherril	1
OTH	hexopus	1
OTH	ooing	1
TRG	doekiedoekiedoek	2
TRG	doekedoekedoek	1
OTH	Snowman	2
OTH	Briggs	1
OTH	Pooh	2
OTH	vlakjes	3
OTH	blocnootjes	1
TRG	zritten	1
OTH	Deelraadskantoor	1
OTH	frusterende	1
TRG	naut	1
TRG	pijkerbroek	4
TRG	pijker	1
TRG	genoeid	1
OTH	knoeibeest	1
TRG	pannend	1
OTH	iiek	1
TRG	altwee	1
TRG	spaasp	2
TRG	hoeh	1
TRG	ef	1
OTH	hamerbank	1
OTH	opsakee	1
TRG	goelde	1
TRG	heleboele	1
OTH	weinigen	2
OTH	Called	1
OTH	Cleese	1
OTH	Bond	1
TRG	eef	1
OTH	Paddington	7
TRG	molten	1
TRG	Meneer	5
TRG	Sinterklaaskado	1
TRG	kados	1
TRG	aohgr	1
TRG	Koek	1
OTH	V Pro	2
OTH	decortekeningen	1
TRG	gazandteel	1
OTH	koekepeer	12
OTH	kunstgedicht	1
TRG	telebintjes	3
OTH	vitamientje	2
TRG	vitamientje	2
OTH	Jodekoeken	2
TRG	Jodekoeken	5
OTH	Sportfondsenbad	1
OTH	overheenzet	1
OTH	veelvoorkomend	1
TRG	rom	2
OTH	peutergeweld	1
TRG	oeoeh	2
OTH	zichtig	2
OTH	inparkeren	1
OTH	klassefoto	2
TRG	choonmaakt	1
OTH	choonmaakt	1
TRG	Katusja	2
OTH	Katusja	1
TRG	Karink	1
OTH	Stichting	1
OTH	U K	1
OTH	Uitbreiding	1
OTH	Kinderopvang	1
OTH	bijelkaar	4
OTH	ordeopmerkingen	1
OTH	Lingo	1
TRG	koesje	1
TRG	korsje	1
TRG	wondje	2
OTH	Atv	1
OTH	zinnigs	1
OTH	babygroep	1
TRG	groeneman	1
TRG	aflingblieft	1
OTH	geldjes	1
TRG	asseblieft	1
TRG	pindas	7
TRG	roerd	1
OTH	tsjoe	5
TRG	loerd	1
TRG	iskantie	1
TRG	pinda'	1
TRG	verfkijker	2
OTH	Abje	1
TRG	gla	1
TRG	gli	1
OTH	Dikkertje	17
OTH	Dap	17
OTH	closeup	1
OTH	voorflitsfunctie	1
TRG	tetikaan	1
OTH	taktaktak	1
TRG	auh	2
OTH	auh	1
OTH	waoh	1
OTH	Vertaalbureau	1
OTH	telefuncties	1
TRG	chore	1
OTH	ogenschaduw	2
OTH	oogpotlood	1
OTH	macros	1
OTH	groothoek	1
OTH	telemacro	1
OTH	portretfotos	1
TRG	sek	1
TRG	Abels	1
TRG	teitjes	1
TRG	kipje	12
OTH	J	3
OTH	babykaam	1
OTH	weeskindje	1
TRG	rinken	2
TRG	zeleplakt	1
TRG	zedeplakt	1
TRG	anners	1
TRG	eigervogel	1
TRG	reigervogel	2
OTH	reigervogel	2
TRG	vegaarlijk	1
TRG	mikkie	2
OTH	Goede	1
OTH	Vrijdag	1
OTH	paaslekkernijen	1
OTH	verkeerds	1
OTH	zwangeren	1
OTH	exclusiefs	1
TRG	schoorsteentje	4
TRG	choorsteentje	2
OTH	schoorsteentje	2
OTH	doorgevallen	1
TRG	(plus	10
TRG	diminutief)	10
TRG	deruit	3
TRG	wham	1
TRG	kasteeee	1
TRG	oehloehloeloe	1
TRG	loeloeloe	1
TRG	deneden	1
OTH	peuterdiploma	2
TRG	zwembatten	1
OTH	zwembatten	1
TRG	duitplank	1
OTH	tsjoeoe	1
OTH	tsjooe	2
TRG	duitsland	1
OTH	Laurel	1
TRG	duitsplank	7
OTH	babytjes	6
TRG	duikxxplank	1
TRG	pioe	3
OTH	pioe	1
OTH	springplan	1
TRG	jioem	1
TRG	duisplank	2
TRG	iieie	1
OTH	Rosi	2
TRG	Rosi	1
TRG	haloeloeloe	1
TRG	kraktor	1
TRG	tapetappetoepeja	1
OTH	vertaalwetenschapper	1
OTH	translation	1
OTH	zeehondencentrum	1
TRG	gatsieu	1
TRG	uuhuuh	1
TRG	stadxx	1
OTH	duitsplank	2
OTH	duitsland	1
TRG	eiges	1
TRG	duitsxx	2
OTH	volklied	1
TRG	duikplankje	1
TRG	stoestand	1
TRG	gatsie	3
TRG	lalala	14
TRG	chroefje	5
TRG	taaf	1
OTH	erachterlangs	1
OTH	drinkpauze	1
TRG	chaften	1
OTH	ballpointstrepen	1
TRG	maggen	6
TRG	spoetsten	1
OTH	spoetsen	1
TRG	wone	1
TRG	sor	2
TRG	defessor	1
TRG	sofessor	1
TRG	potsfessor	1
TRG	dats	4
OTH	Oostduits	1
TRG	annekaart	1
TRG	speciales	1
OTH	putzuiger	1
OTH	putjeschepper	4
TRG	putjeschepper	1
OTH	putjescheppers	1
TRG	putjescheppers	1
TRG	tup	2
TRG	fordijn	1
TRG	boemen	4
OTH	oepsakee	1
OTH	agricultural	1
OTH	giraffewagen	2
TRG	garagie	3
OTH	soepwinkel	1
TRG	soepewinkel	1
TRG	tekend	3
TRG	varkent	1
OTH	puzz	1
OTH	daarnaartoe	3
OTH	wondje	4
TRG	gebleseerd	1
TRG	weetend	1
TRG	fotostel	2
OTH	iioeng	1
TRG	achterdoor	1
TRG	banke	1
TRG	tutuuuut	2
TRG	eroerd	1
TRG	ansap	1
OTH	theatermes	1
OTH	dangerous	1
OTH	zeeroversmes	3
TRG	zeeroversmes	3
OTH	Volkwagen	1
OTH	revoir	1
OTH	Volkswagen	5
TRG	opraken	1
TRG	vliegtuigauto	3
OTH	vliegtuigauto	2
TRG	titutuut	1
TRG	vliegtuigautootje	1
OTH	oeioeioeioei	1
TRG	kasteletje	1
OTH	kasteletje	1
OTH	stevigers	1
TRG	stevigs	1
OTH	stevigs	1
TRG	spans	2
TRG	ammele	1
OTH	slofje	1
TRG	J	4
OTH	Jea	1
OTH	sigarendoosjes	3
OTH	rozeblaadje	1
TRG	vlim	2
TRG	vlimmetje	1
OTH	vlim	3
OTH	helikoptermannetjes	2
TRG	helikoptermannetjes	1
OTH	reddingshelikopter	1
TRG	koekaak	7
OTH	slagroomtaartje	4
TRG	sloegemaartje	1
TRG	slagroomtaartje	3
OTH	sloegermaartje	1
TRG	sloegepaardje	1
TRG	baktor	1
OTH	voorkantje	2
OTH	helikopterman	1
OTH	rolbevestigend	1
TRG	helikopterman	7
TRG	brandweerautootje	2
TRG	ieoew	1
OTH	helikoptertje	1
OTH	Snoopy	9
TRG	helikoptermannetje	3
TRG	koptermannetje	1
TRG	takketakketak	1
OTH	èè	1
OTH	bijhoren	1
OTH	Vader	5
OTH	Oh	1
OTH	Denneboom	1
OTH	pianohouder	1
TRG	onderschoon	2
OTH	onderschoon	1
OTH	jeemig	1
TRG	jeh	2
TRG	chokimelk	1
OTH	reformkoekjes	2
OTH	carob	4
TRG	gemaak	3
TRG	rolfluitje	5
OTH	helikoptermannetje	1
TRG	heeschoepen	1
OTH	wondjes	2
TRG	wondjes	1
OTH	Bertholet	3
TRG	Bertholet	2
OTH	Beneden	3
OTH	aiaiai	1
TRG	aiaiai	1
TRG	tweee	4
OTH	tweee	5
OTH	hoppekeee	1
TRG	pick	2
OTH	driee	1
TRG	ret	1
OTH	broekpijp	1
OTH	vakantieauto	5
OTH	wheel	1
OTH	terreinwagen	1
TRG	wieles	2
TRG	plepeltje	1
OTH	abyme	3
TRG	mamam	1
TRG	aioheh	1
TRG	titititie	1
TRG	boksing	1
TRG	sjoem	1
OTH	rrrr	10
TRG	gronte	1
TRG	pjoep	1
OTH	kleipoppetjes	1
TRG	makes	1
OTH	Saab	3
TRG	Saab	1
OTH	Opel	2
TRG	Opel	1
TRG	heerd	1
TRG	tepereerd	1
OTH	bekkie	1
TRG	doedoedoe	2
TRG	dedjoe	1
TRG	djoe	16
TRG	dunnig	1
OTH	winterspelletje	2
TRG	ieieiei	1
TRG	vvis	1
OTH	pieuw	7
TRG	krokodiltje	1
OTH	kebbi	3
TRG	keppie	4
TRG	kebbie	3
OTH	kebbie	3
TRG	sneeuwpoppetje	1
OTH	schildpaddei	1
TRG	schildpaddei	1
OTH	pingpongballen	1
OTH	nootje	2
OTH	mepmeh	1
TRG	papapapah	1
TRG	habab	3
TRG	papapaaaah	1
OTH	zwanebips	1
TRG	zwane	1
TRG	aangezwemd	2
OTH	aangezwemd	1
TRG	steefte	1
TRG	ggewoon	1
TRG	Dag	1
TRG	monsterdraak	1
TRG	armpe	1
OTH	tyrannosaurus	1
TRG	deurt	1
OTH	deurt	1
OTH	goederenlift	1
TRG	jesp	1
TRG	helem	2
TRG	ronne	1
OTH	zzwwzzwwzzz	1
OTH	binnnenkort	1
OTH	proefpersoongeld	1
OTH	proefpersoonkadootje	1
OTH	brandweerautootje	2
OTH	slow	3
TRG	slow	1
TRG	landwagen	1
TRG	Konininnedag	2
OTH	Jossedag	2
TRG	Jossedag	1
OTH	Hogeweg	1
TRG	gestukt	1
OTH	Klimmen	11
OTH	hieper	1
OTH	zzzzt	2
TRG	rrrrr	3
OTH	trapjes	1
OTH	trappetjes	2
TRG	traktors	7
OTH	leukerdje	1
OTH	sexistische	1
OTH	stuitbevalling	1
TRG	toetoeroet	1
OTH	babyboekje	1
OTH	slaapboekje	1
OTH	babyboek	2
OTH	koei	7
OTH	dumdumdum	1
TRG	ehhhhuuuuu	1
TRG	huuuuu	2
OTH	Made	1
TRG	blokko	2
OTH	blokko	1
TRG	hihihoho	1
OTH	aapgezicht	1
OTH	halucineren	1
OTH	huisvrouwensyndroom	1
OTH	Jaws	1
OTH	V	1
OTH	nachtje	6
OTH	weekendje	1
OTH	zorgsector	1
OTH	nachtdiensten	1
OTH	trompetjes	1
OTH	lekbakje	1
TRG	trompetje	5
OTH	trompetje	4
TRG	trompetjes	1
TRG	ballonpompoen	1
OTH	Ajax	1
OTH	dichthouden	15
OTH	poezelijfje	1
OTH	mensenhandjes	2
TRG	afgepakken	1
TRG	poepvies	1
TRG	hoehaai	3
OTH	oehaai	1
OTH	schr	1
OTH	hoofje	2
TRG	biekoepam	1
TRG	trucen	1
OTH	trucen	1
OTH	wheh	2
TRG	huisie	1
OTH	kruiwagentje	2
TRG	wasde	2
TRG	miccifoon	1
TRG	micrifoon	2
OTH	aanlaten	1
TRG	Gerards	2
OTH	Gerards	2
TRG	Reformzaak	17
TRG	formzaak	4
TRG	meziek	1
TRG	Klimmen	7
OTH	geloopt	2
TRG	geloopte	1
TRG	verjaardagsfeest	1
OTH	gewee	2
TRG	wasse	5
TRG	oeoeoe	2
TRG	patates	1
TRG	jijiiii	1
OTH	krultangetje	1
TRG	Appeloog	12
OTH	Appeloog	5
OTH	kwaaier	3
TRG	tjsoepe	1
TRG	tsjoepe	1
OTH	Scuva	1
OTH	Mauritskade	1
OTH	Roomtuintjes	3
OTH	bedrijfsplaats	2
OTH	bedrijfsplaatsen	2
TRG	jijs	1
OTH	jijs	1
TRG	Koekiebah	1
TRG	piepetiepiepie	1
OTH	piepiepetie	1
OTH	Teddybeer	1
OTH	onthou	1
TRG	Sloten	2
TRG	Henegouwenstraat	2
OTH	Henegouwenstraat	3
TRG	kappie	1
TRG	gespoelen	1
TRG	stschoonsveger	1
OTH	schoonveger	1
OTH	hoekie	1
OTH	Bosbaan	1
OTH	Knabbel	3
OTH	Babbel	2
OTH	Kalverstraat	1
TRG	luchtjem	3
OTH	luchtjem	1
TRG	pjoew	7
OTH	pjoew	1
OTH	spinnepoten	1
OTH	bamboedingen	1
TRG	kuns	2
OTH	tingelingelingeling	1
TRG	aanspugen	1
TRG	ssseepop	1
TRG	fafond	1
OTH	Awali	1
OTH	babygorilla	2
OTH	Pampertje	1
TRG	opvegeten	1
OTH	kantjesgrasmaaimachine	1
TRG	Lon	2
TRG	grasmaai	1
OTH	Lon	2
OTH	Stasia	1
OTH	ihih	1
OTH	broodvis	1
TRG	pyama	1
OTH	pyamaatjes	1
OTH	mannenafdeling	1
TRG	libelle	1
OTH	Rurupsje	1
OTH	Nooitgenoeg	1
TRG	opgege	1
TRG	ganen	1
TRG	braderen	1
OTH	zzzzzz	1
OTH	zzzzz	3
OTH	gggg	4
OTH	ppuuu	1
TRG	prrrrr	1
OTH	oordoppen	1
OTH	stuiterballetje	1
TRG	squashen	1
TRG	hapapapap	1
TRG	papapapapap	2
OTH	oepoepoepoepoep	1
TRG	papapapap	1
TRG	papapap	2
TRG	ww	1
OTH	happer	1
TRG	autobusje	1
OTH	schuifdeurtje	1
OTH	hmmmm	3
TRG	hiiiii	4
OTH	zandhappen	1
OTH	tsjjjoe	1
OTH	keerje	1
OTH	tssss	2
OTH	traktors	2
TRG	ohohohoh	2
OTH	Katouscha	2
TRG	Katouscha	3
TRG	boeoeoem	1
TRG	waehh	1
TRG	vanden	1
TRG	appelseboom	1
TRG	wespia	1
OTH	wespia	1
TRG	overlachte	1
OTH	overlachte	1
OTH	knoeigevaren	1
OTH	H I P	2
OTH	nuchters	1
OTH	D K T P	1
OTH	H I B	1
OTH	volgespoten	2
OTH	mmmmm	12
OTH	spinnedraadje	1
OTH	mah	1
TRG	mespie	1
OTH	mespie	1
TRG	spinnexx	1
OTH	spinne	1
TRG	floepa	7
TRG	snijenworst	1
OTH	snijenworst	1
TRG	snij	5
OTH	terughebben	2
OTH	Rubentje	1
TRG	Subject	5
TRG	foe	4
TRG	hatsjoe	1
TRG	imperative	3
OTH	Jurrasic	1
OTH	Parkspin	1
TRG	skietelen	1
TRG	kwaaaaak	1
TRG	iiiiiiik	2
OTH	schorpio	1
OTH	prehistoriso	1
OTH	wekenoud	1
OTH	heengegooid	2
TRG	kkkoel	1
OTH	steekxx	1
OTH	aaaahh	1
OTH	nieieieie	1
TRG	jemig	1
OTH	Kwakman	1
OTH	volkoren	1
OTH	macro	1
TRG	lokopah	1
TRG	gebrakst	1
TRG	poek	2
OTH	keukenla	2
TRG	poepoepoe	1
TRG	poepapoe	1
OTH	tovenaarsogen	1
OTH	namaakbandjes	1
TRG	Nejerland	1
OTH	Lelieland	1
OTH	Nederl	1
TRG	Leleland	2
TRG	tjeee	1
OTH	Edam	3
OTH	Ijselmeer	1
TRG	ass	1
TRG	sn	1
TRG	pepernootje	3
OTH	gedubt	1
TRG	Ta	1
TRG	hupla	2
OTH	Ikea	1
OTH	Carpet	1
OTH	Land	3
OTH	Schinkels	1
OTH	Schinkel	1
OTH	jieieieieioe	1
TRG	foetsj	1
OTH	ieoe	1
TRG	kruiwagenman	3
OTH	kruiwagenman	3
TRG	gevond	1
OTH	vivant	2
TRG	ploeps	1
TRG	Kerst	1
OTH	Piep	46
TRG	NP	5
TRG	Pluim	1
OTH	Pluim	1
TRG	vakantieauto	4
OTH	acheruit	1
OTH	pennedoosje	2
OTH	poppekastpopje	1
TRG	poppekastpopje	1
TRG	ggebeurt	1
TRG	pepernootjes	12
TRG	speculaasletter	1
OTH	wha	1
OTH	badspeeltjes	1
OTH	badolie	1
TRG	badolie	2
TRG	ffff	1
OTH	cremetje	1
TRG	hoooeeeuuw	1
OTH	achtergelegd	1
TRG	vember	1
TRG	brrrrmm	1
TRG	Zephyr	1
OTH	Zephyr	1
OTH	Babar	4
OTH	schildpadje	3
OTH	racemonster	1
OTH	Watergraafsmeer	1
OTH	Koninginneweg	1
TRG	sjoe	1
TRG	ketstaaf	1
TRG	gekijken	2
OTH	helms	2
OTH	helmi	1
OTH	helmae	1
TRG	helms	1
OTH	motorrijden	1
OTH	hatsie	1
OTH	keelonsteking	1
OTH	Pietemuts	4
OTH	Pietemutsen	2
TRG	Pietemuts	7
OTH	Pieteclub	1
TRG	Pieteclub	1
TRG	Pietelub	2
TRG	roomcup	1
OTH	blahh	1
OTH	Zaandam	4
TRG	pickup	2
OTH	pickup	5
OTH	oos	18
OTH	Sneeuwmannen	1
TRG	Kerstmannetjes	1
OTH	Kerstmannetjes	1
OTH	kloggies	3
TRG	ukkeplut	1
OTH	ukkeplut	1
TRG	ukkepluk	1
TRG	pluhuk	1
TRG	spunk	2
OTH	ladies	1
TRG	vasgeplakt	1
TRG	dadadadadada	1
OTH	Padova	1
TRG	Tommetje	2
OTH	Tommetje	2
TRG	doene	3
TRG	nena	1
TRG	hmmmmm	1
OTH	suikerkorreltjes	1
TRG	suikerkorreltjes	1
TRG	suikertjesknifjes	1
OTH	suikertjesknifjes	1
OTH	suikertjeknifje	1
TRG	gezichtig	1
OTH	iiiiong	1
TRG	lalalalala	4
TRG	imitating	1
TRG	drakestok	2
OTH	drakestok	3
OTH	Vlieger	5
TRG	Vlieger	3
TRG	tudatudatuda	2
TRG	tudatudatudadie	2
OTH	ritmes	1
TRG	lilalilali	2
OTH	uitgeprikt	2
OTH	prikapparaat	1
TRG	priknaald	5
OTH	priknaald	6
OTH	stippelijntje	1
OTH	prikwerkjes	1
OTH	priknaalden	3
OTH	voorprikken	1
OTH	naknippen	1
OTH	kersthondje	1
OTH	halsbandje	1
OTH	kersthond	1
OTH	hulstblaadje	1
TRG	uitprikken	2
OTH	kerstboomballenhangertjes	1
TRG	kersthangertjes	1
OTH	kerstboomballenhangertje	2
OTH	kerstboomhangertjes	1
OTH	joo	1
TRG	kerstballetjes	1
OTH	paasliedjes	1
TRG	Libelle	1
OTH	Kerstfeest	4
TRG	Kerstfeest	3
TRG	Poele	3
OTH	K	1
OTH	Poele	8
OTH	extras	1
OTH	kerstspullen	3
OTH	varkenshoeder	1
OTH	voorleesboek	2
TRG	foondoet	1
TRG	telefoondoet	2
OTH	telefoondoet	1
OTH	verzamelboekje	1
OTH	Lemniscaat	1
OTH	di	19
TRG	koninnin	1
TRG	ahhhh	1
TRG	Sjeina	1
OTH	Sjeina	2
TRG	direkte	12
TRG	sloer	1
OTH	Samier	1
TRG	ssssjjjjj	1
TRG	Reform	1
OTH	Reformzaak	2
TRG	hartstikkele	1
OTH	drietandem	1
OTH	driewielertandem	1
OTH	slangenspel	2
TRG	slangenspel	1
OTH	slangemesje	1
OTH	jeee	1
OTH	aahhh	2
OTH	slangespel	1
OTH	Sloterpark	1
OTH	wellopen	1
OTH	tjoe	4
OTH	Nijltje	1
TRG	siretje	1
TRG	blallon	1
OTH	bleh	4
TRG	pindakaaskoekje	1
TRG	pindakaaskoek	1
TRG	Ohmstraat	1
OTH	mamanijlpaard	2
OTH	Jossenijlpaard	2
TRG	Gerardnijlpaard	1
OTH	voorraadje	2
TRG	mamanijlpaard	2
OTH	papanijlpaard	2
OTH	nijlpaardenmond	1
TRG	alee	1
TRG	zijdadij	1
TRG	mamanijlpaardje	1
TRG	papanijlpaard	1
TRG	helikoptermannen	1
OTH	heheheh	1
TRG	hieaahhh	1
TRG	ahhhhhaaaahhh	1
TRG	heeeeehhh	1
TRG	heeeehhh	1
TRG	heehehehehe	1
TRG	heeaaa	2
TRG	heeouah	1
TRG	Pielowie	2
OTH	Joegoslavische	1
OTH	Rubenetje	1
TRG	heheheheee	1
TRG	ohohhh	1
TRG	pippie	1
TRG	pippippie	3
TRG	titatita	1
OTH	wieletjes	18
TRG	iiii	1
TRG	petje	4
OTH	zijkamertje	2
OTH	twintigen	1
TRG	zijkantje	1
OTH	traphekje	1
OTH	Beauty	1
OTH	Beast	1
TRG	tsssst	1
OTH	tsssst	1
TRG	ehk	1
TRG	trrrr	1
OTH	elsekatje	2
OTH	paasboom	2
TRG	feestboom	1
OTH	feestboom	1
TRG	tatataa	1
TRG	taataataatatata	1
TRG	omdatte	1
OTH	lalalala	18
OTH	rrrrrrr	4
OTH	tititi	3
OTH	vlaamse	4
OTH	wafwafwaf	2
TRG	wau	2
OTH	huuu	7
TRG	bamboem	1
OTH	Matthijsje	32
TRG	ien	2
OTH	kwakkwakkwakkwakkwak	1
OTH	pano	1
OTH	musiek	1
OTH	mjammjammjam	3
OTH	Thijsje	121
TRG	dootje	17
OTH	bokke	4
OTH	spetterdespat	2
OTH	etc	2
OTH	kakas	4
TRG	broembroem	22
TRG	tofe	4
OTH	meisjessok	1
TRG	sdat	1
OTH	berenjacht	4
OTH	Altena	1
TRG	Ien	180
OTH	Dikke	4
OTH	bonpa	36
OTH	zwieperdezwiep	1
TRG	Noesje	2
OTH	Noesje	3
OTH	Noeschka	1
OTH	gekkie	16
OTH	toetoetoet	4
OTH	Velthuis	1
OTH	glimlachje	1
TRG	maulen	30
OTH	maulen	38
TRG	Thijsje	87
OTH	Frederiekje	3
OTH	dupen	11
OTH	modenamen	1
OTH	rosine	1
OTH	leckermaul	2
TRG	maul	6
OTH	allemensen	3
OTH	getsie	5
TRG	Iene	1
TRG	imitation	15
TRG	xi	1
TRG	plasticje	3
OTH	plasticje	4
TRG	zakdoekje	7
OTH	zakdoekje	25
OTH	netje	13
OTH	visruimte	1
TRG	piepiepiepie	1
TRG	Ies	1
OTH	Ies	1
OTH	sjieke	4
TRG	tuutuutje	1
OTH	Huize	1
OTH	Molenaar	1
TRG	tədukə	1
TRG	Iek	9
OTH	dirigeer+blouse	2
TRG	jesə	1
TRG	uilese	1
OTH	tringtringtring	2
TRG	əmə	4
OTH	striptease+show	1
OTH	nagekletst	1
OTH	eetmanieren	1
OTH	kleurbeits	1
OTH	blokkenwagen	2
TRG	dypo	1
OTH	beerputlucht	1
OTH	waslappie	1
TRG	tjə	23
OTH	poepbillen	2
OTH	hatsikido	1
TRG	dida	1
OTH	didadi	1
OTH	luieremmer	1
OTH	kletsertje	1
OTH	verjaardagsdruktes	1
OTH	Thijsie	1
OTH	plonsie	3
OTH	kortgeknipte	1
OTH	fruitvlekken	1
OTH	krijspartij	1
OTH	plastictictic	1
OTH	surname	53
OTH	tape+je	1
OTH	tapetje	1
OTH	feestkleren	4
OTH	Nijn trui	4
TRG	təfits	1
OTH	Bou	17
OTH	trusten	2
OTH	rampen+sokken	1
OTH	siek	19
TRG	openkrijgen	2
OTH	helpie	7
OTH	vuilnisbakje	1
TRG	wbakjə	1
TRG	vuilnisbakje	2
TRG	kyw	1
TRG	jə	3
TRG	meh	9
OTH	meh	1
TRG	tjoeketjoeke	6
TRG	tjoektjoektjoek	1
TRG	(pro)beer	1
TRG	(waar)	2
OTH	hoepkee	1
TRG	(je)	1
OTH	Spa	2
OTH	pasen	8
OTH	Thijssie	5
OTH	oogie	2
TRG	oogie	2
OTH	koppies	5
TRG	koppies	1
OTH	associèren	1
OTH	cee	3
TRG	mpjə	1
TRG	mtjə	2
TRG	bambam	1
OTH	tjoeketjoeketjoeketjoeketjoeke	2
OTH	fag	2
OTH	Thijseman	1
OTH	rinkelding	1
OTH	pijamabroek	1
OTH	verzameln	1
OTH	feestjasje	1
TRG	bonma	17
OTH	bonma	47
TRG	plasticjes	1
OTH	plasticjes	1
OTH	kruimeltjesprakkemaker	1
TRG	duplo+emmer	1
OTH	duplo+emmer	3
OTH	consultatie+bureau	1
OTH	beddeklem	1
OTH	simpels	1
OTH	baby+achtiger	1
TRG	Iekje	21
OTH	muizetrappetje	1
OTH	mou	1
OTH	profisorisch	1
OTH	lawaai+geluiden	1
OTH	bonpas	1
OTH	klemtoonpatroon	1
OTH	mifoon	1
OTH	foon	3
OTH	Iekes	7
OTH	verjaardagskadootje	2
OTH	troepje	8
OTH	Jips	1
OTH	Q	3
OTH	Iekje	33
TRG	Iekie	79
OTH	baby+chair	8
TRG	Cosy	1
OTH	Kiko	61
TRG	Kiko	15
OTH	rugtas	2
TRG	(mee)nemen	3
OTH	poepchinees	2
OTH	oliedoekjes	3
OTH	getsiederrie	16
OTH	Iekjes	3
TRG	rrrr	1
TRG	schuimie	2
OTH	schuimie	3
OTH	kieliekielie	2
OTH	philishaved	1
TRG	osee	1
OTH	bed+monologen	1
OTH	papa+dag	1
OTH	doppie	4
OTH	roosvicee+beker	2
OTH	kindergarten	10
TRG	Q	8
TRG	Ku	2
OTH	beitelwerk	1
TRG	Happie	10
OTH	Happie	24
OTH	voetbalsupporter	1
OTH	foetsjie	1
TRG	plakkkertje	2
TRG	vrachtautos	2
OTH	koekjespot	2
TRG	bonpa	24
OTH	prrr	4
OTH	kusserig	1
OTH	boodschappenlijst	6
OTH	karnemelkje	1
TRG	scheppie	1
TRG	nhauwə	1
TRG	təjam	2
TRG	təbam	1
TRG	tsa	2
OTH	je'n	1
OTH	boefie	8
TRG	komt+ie	3
TRG	zakkie	2
OTH	Kamerkoor	1
OTH	shoppen	2
OTH	Pesse	8
TRG	Pesse	1
OTH	Nijneboekje	1
OTH	viezigheidje	4
OTH	maul	6
OTH	iong	4
TRG	openkrijgt	2
OTH	tatu	17
OTH	Matthijsjes	2
TRG	iong	9
TRG	Cosi	3
TRG	Maxi	3
OTH	Cosi	6
OTH	Nijnetrui	2
TRG	sebekə	1
TRG	roosvicee-beker	3
OTH	oogies	2
TRG	tatutatu	39
TRG	mensje	8
OTH	mensje	11
OTH	knuffie	1
OTH	Pippo	10
TRG	mər	1
TRG	jeuh	1
